2008-01-10 20:50:00,514,N755SA,150,MDW,TPA,997
2008-01-10 17:25:00,3403,N723SW,250,LAS,TPA,1984
2008-01-10 18:10:00,495,N228WN,215,LAS,SDF,1624
2008-01-10 19:35:00,802,N226WN,150,LAS,SAT,1069
2008-01-10 17:25:00,1509,N787SA,260,LAS,RDU,2027
2008-01-10 17:45:00,512,N245WN,245,LAS,PIT,1910
2008-01-10 21:20:00,3344,N706SW,105,SJC,PHX,621
2008-01-10 21:30:00,3336,N795SW,225,MDW,PHX,1444
2008-01-10 21:35:00,3927,N753SW,110,MDW,PHL,668
2008-01-10 17:00:00,1843,N462WN,285,LAS,PHL,2176
2008-01-10 16:55:00,156,N716SW,270,LAS,ORF,2155
2008-01-10 16:45:00,767,N250WN,290,LAS,MHT,2356
2008-01-10 18:55:00,3065,N707SA,225,SAN,MDW,1728
2008-01-10 20:30:00,349,N284WN,195,PHX,MDW,1444
2008-01-10 18:45:00,2025,N417WN,200,LAS,MDW,1521
2008-01-10 19:30:00,2794,N233LV,200,LAS,MDW,1521
2008-01-10 14:30:00,829,N242WN,55,IND,MDW,162
2008-01-10 07:15:00,1016,N265WN,55,IND,MDW,162
2008-01-10 17:00:00,1827,N758SW,55,IND,MDW,162
2008-01-10 10:20:00,2272,N285WN,50,IND,MDW,162
2008-01-10 21:15:00,3680,N762SW,195,MHT,MCO,1142
2008-01-10 21:05:00,835,N799SW,150,PHX,MCI,1044
2008-01-10 20:05:00,411,N219WN,165,LAS,MCI,1140
2008-01-10 06:45:00,376,N606SW,60,PHX,LAS,256
2008-01-10 15:05:00,538,N639SW,60,PHX,LAS,256
2008-01-10 19:00:00,875,N217JC,60,PHX,LAS,256
2008-01-10 07:30:00,2030,N416WN,60,PHX,LAS,256
2008-01-10 18:20:00,1924,N448WN,215,LAS,IND,1591
2008-01-10 19:35:00,3394,N727SW,180,LAX,HOU,1390
2008-01-10 20:10:00,3746,N396SW,165,LAS,HOU,1235
2008-01-10 20:40:00,239,N659SW,60,BOI,GEG,287
2008-01-10 16:40:00,3589,N695SW,60,BOI,GEG,287
2008-01-10 09:15:00,1028,N438WN,60,LBB,ELP,295
2008-01-10 21:15:00,632,N460WN,110,LAS,DEN,629
2008-01-10 17:40:00,564,N744SW,230,LAS,CMH,1772
2008-01-10 21:25:00,2786,N343SW,100,MDW,BWI,611
2008-01-10 17:30:00,2632,N463WN,260,LAS,BWI,2106
2008-01-10 21:45:00,1107,N900WN,90,BNA,BWI,588
2008-01-10 17:15:00,2383,N777QC,250,LAS,BUF,1987
2008-01-10 20:05:00,109,N234WN,190,PHX,BNA,1448
2008-01-10 19:30:00,3940,N775SW,205,LAS,BNA,1588
2008-01-10 16:40:00,1018,N429WN,285,LAS,BDL,2298
2008-01-10 20:15:00,2021,N736SA,155,LAS,AUS,1090
2008-01-10 16:55:00,302,N484WN,275,LAS,ALB,2237
2008-01-10 07:35:00,88,N749SW,60,AMA,ABQ,277
2008-01-11 12:10:00,98,N367SW,70,SAN,TUS,367
2008-01-11 21:10:00,532,N473WN,70,SAN,TUS,367
2008-01-11 15:05:00,580,N664WN,70,SAN,TUS,367
2008-01-11 08:10:00,2992,N758SW,70,SAN,TUS,367
2008-01-11 18:10:00,3402,N419WN,135,OAK,TUS,747
2008-01-11 11:05:00,280,N201LV,225,MDW,TUS,1440
2008-01-11 18:45:00,422,N441WN,225,MDW,TUS,1440
2008-01-11 13:45:00,75,N358SW,75,LAX,TUS,451
2008-01-11 18:50:00,1044,N604SW,75,LAX,TUS,451
2008-01-11 07:25:00,2378,N240WN,75,LAX,TUS,451
2008-01-11 16:55:00,3048,N466WN,75,LAX,TUS,451
2008-01-11 10:40:00,3831,N748SW,80,LAX,TUS,451
2008-01-11 20:40:00,3939,N653SW,80,LAX,TUS,451
2008-01-11 21:15:00,486,N478WN,75,LAS,TUS,365
2008-01-11 17:25:00,637,N324SW,75,LAS,TUS,365
2008-01-11 07:20:00,1059,N399WN,75,LAS,TUS,365
2008-01-11 13:20:00,1918,N343SW,75,LAS,TUS,365
2008-01-11 20:30:00,3142,N408WN,70,LAS,TUS,365
2008-01-11 10:50:00,3572,N436WN,75,LAS,TUS,365
2008-01-11 17:25:00,644,N407WN,65,ABQ,TUS,321
2008-01-11 10:20:00,1655,N339SW,70,ABQ,TUS,321
2008-01-11 20:20:00,490,N337SW,75,STL,TUL,351
2008-01-11 08:25:00,2094,N311SW,75,STL,TUL,351
2008-01-11 20:40:00,504,N274WN,135,PHX,TUL,935
2008-01-11 13:55:00,627,N623SW,135,PHX,TUL,935
2008-01-11 10:10:00,3235,N523SW,135,PHX,TUL,935
2008-01-11 14:40:00,132,N528SW,55,MCI,TUL,223
2008-01-11 10:30:00,407,N656SW,55,MCI,TUL,223
2008-01-11 18:10:00,2900,N769SW,55,MCI,TUL,223
2008-01-11 10:35:00,574,N380SW,150,LAS,TUL,1076
2008-01-11 07:05:00,308,N321SW,80,HOU,TUL,453
2008-01-11 19:40:00,1491,N267WN,80,HOU,TUL,453
2008-01-11 11:20:00,1685,N610WN,80,HOU,TUL,453
2008-01-11 16:30:00,3915,N525SW,85,HOU,TUL,453
2008-01-11 11:15:00,16,N683SW,55,DAL,TUL,237
2008-01-11 21:05:00,271,N512SW,55,DAL,TUL,237
2008-01-11 14:30:00,1430,N501SW,55,DAL,TUL,237
2008-01-11 15:45:00,2353,N615SW,55,DAL,TUL,237
2008-01-11 19:00:00,2880,N504SW,55,DAL,TUL,237
2008-01-11 06:30:00,3488,N759GS,55,DAL,TUL,237
2008-01-11 08:15:00,3947,N357SW,55,DAL,TUL,237
2008-01-11 07:05:00,124,N220WN,135,STL,TPA,869
2008-01-11 16:30:00,773,N635SW,135,STL,TPA,869
2008-01-11 14:10:00,87,N360SW,125,SDF,TPA,727
2008-01-11 06:40:00,2469,N676SW,125,SDF,TPA,727
2008-01-11 12:35:00,327,N624SW,140,SAT,TPA,972
2008-01-11 10:25:00,2293,N774SW,115,RDU,TPA,587
2008-01-11 19:10:00,2634,N420WN,110,RDU,TPA,587
2008-01-11 06:25:00,3266,N341SW,115,RDU,TPA,587
2008-01-11 06:55:00,77,N371SW,195,PVD,TPA,1137
2008-01-11 13:35:00,3405,N742SW,195,PVD,TPA,1137
2008-01-11 18:55:00,3580,N207WN,195,PVD,TPA,1137
2008-01-11 15:00:00,107,N789SW,155,PIT,TPA,873
2008-01-11 09:45:00,243,N793SA,235,PHX,TPA,1788
2008-01-11 10:05:00,723,N753SW,175,PHL,TPA,920
2008-01-11 19:25:00,929,N308SA,175,PHL,TPA,920
2008-01-11 14:05:00,998,N305SW,170,PHL,TPA,920
2008-01-11 06:20:00,2985,N776WN,175,PHL,TPA,920
2008-01-11 18:05:00,174,N360SW,50,PBI,TPA,174
2008-01-11 10:10:00,3311,N237WN,50,PBI,TPA,174
2008-01-11 14:00:00,3686,N643SW,50,PBI,TPA,174
2008-01-11 06:35:00,3778,N262WN,50,PBI,TPA,174
2008-01-11 13:20:00,48,N741SA,135,ORF,TPA,717
2008-01-11 16:10:00,85,N277WN,80,MSY,TPA,487
2008-01-11 12:40:00,788,N248WN,85,MSY,TPA,487
2008-01-11 06:30:00,806,N489WN,85,MSY,TPA,487
2008-01-11 07:55:00,3241,N602SW,210,MHT,TPA,1204
2008-01-11 13:50:00,3516,N429WN,215,MHT,TPA,1204
2008-01-11 17:40:00,26,N371SW,155,MDW,TPA,997
2008-01-11 08:45:00,89,N209WN,155,MDW,TPA,997
2008-01-11 13:50:00,477,N288WN,150,MDW,TPA,997
2008-01-11 20:50:00,514,N457WN,150,MDW,TPA,997
2008-01-11 06:20:00,979,N707SA,150,MDW,TPA,997
2008-01-11 16:25:00,1153,N707SA,155,MDW,TPA,997
2008-01-11 10:40:00,1847,N276WN,150,MDW,TPA,997
2008-01-11 14:05:00,515,N202WN,155,MCI,TPA,1048
2008-01-11 08:05:00,629,N672SW,150,MCI,TPA,1048
2008-01-11 17:25:00,3403,N400WN,250,LAS,TPA,1984
2008-01-11 13:10:00,977,N672SW,50,JAX,TPA,180
2008-01-11 09:00:00,1574,N716SW,50,JAX,TPA,180
2008-01-11 18:50:00,2019,N338SW,55,JAX,TPA,180
2008-01-11 11:40:00,2006,,180,ISP,TPA,1034
2008-01-11 15:10:00,3858,N796SW,180,ISP,TPA,1034
2008-01-11 06:35:00,3928,N247WN,180,ISP,TPA,1034
2008-01-11 12:55:00,4,N487WN,135,IND,TPA,838
2008-01-11 19:55:00,335,N447WN,150,IAD,TPA,810
2008-01-11 07:35:00,3231,N742SW,145,IAD,TPA,810
2008-01-11 14:55:00,29,N686SW,120,HOU,TPA,781
2008-01-11 18:55:00,45,N314SW,120,HOU,TPA,781
2008-01-11 07:55:00,201,N455WN,120,HOU,TPA,781
2008-01-11 11:05:00,968,N508SW,120,HOU,TPA,781
2008-01-11 15:40:00,549,N725SW,60,FLL,TPA,197
2008-01-11 21:30:00,886,N635SW,60,FLL,TPA,197
2008-01-11 08:40:00,1236,N619SW,60,FLL,TPA,197
2008-01-11 06:15:00,1402,N342SW,55,FLL,TPA,197
2008-01-11 12:20:00,1936,N424WN,65,FLL,TPA,197
2008-01-11 10:10:00,2362,N282WN,60,FLL,TPA,197
2008-01-11 07:30:00,3229,N400WN,55,FLL,TPA,197
2008-01-11 14:00:00,3399,N633SW,60,FLL,TPA,197
2008-01-11 18:30:00,3596,N483WN,60,FLL,TPA,197
2008-01-11 15:45:00,963,N376SW,205,DEN,TPA,1506
2008-01-11 11:25:00,748,N799SW,135,CMH,TPA,829
2008-01-11 18:50:00,1685,N610WN,135,CMH,TPA,829
2008-01-11 06:30:00,3138,N633SW,140,CMH,TPA,829
2008-01-11 20:10:00,140,N670SW,155,BWI,TPA,842
2008-01-11 12:50:00,503,N382SW,150,BWI,TPA,842
2008-01-11 16:50:00,1418,N403WN,155,BWI,TPA,842
2008-01-11 21:00:00,2210,N608SW,150,BWI,TPA,842
2008-01-11 08:00:00,2872,N449WN,150,BWI,TPA,842
2008-01-11 06:50:00,2962,N649SW,150,BWI,TPA,842
2008-01-11 10:15:00,3397,N622SW,150,BWI,TPA,842
2008-01-11 07:40:00,2178,N268WN,170,BUF,TPA,1054
2008-01-11 15:25:00,3576,N617SW,170,BUF,TPA,1054
2008-01-11 20:40:00,179,N297WN,100,BNA,TPA,612
2008-01-11 17:55:00,1576,N762SW,105,BNA,TPA,612
2008-01-11 14:25:00,3136,N341SW,100,BNA,TPA,612
2008-01-11 09:30:00,3599,N643SW,105,BNA,TPA,612
2008-01-11 06:15:00,3830,N600WN,105,BNA,TPA,612
2008-01-11 09:50:00,2031,N328SW,80,BHM,TPA,460
2008-01-11 17:50:00,2205,N328SW,80,BHM,TPA,460
2008-01-11 13:50:00,2802,N440LV,80,BHM,TPA,460
2008-01-11 10:05:00,1860,N747SA,195,BDL,TPA,1111
2008-01-11 19:10:00,3407,N651SW,195,BDL,TPA,1111
2008-01-11 15:35:00,304,N671SW,135,AUS,TPA,928
2008-01-11 07:35:00,3306,N264LV,190,ALB,TPA,1130
2008-01-11 14:40:00,3425,N493WN,190,ABQ,TPA,1497
2008-01-11 06:55:00,995,N311SW,65,TUL,STL,351
2008-01-11 15:50:00,1430,N501SW,65,TUL,STL,351
2008-01-11 18:00:00,194,N789SW,150,TPA,STL,869
2008-01-11 09:10:00,3917,N676SW,150,TPA,STL,869
2008-01-11 11:30:00,70,N239WN,165,SLC,STL,1156
2008-01-11 16:05:00,125,N723SW,165,SLC,STL,1156
2008-01-11 12:20:00,187,N385SW,65,SDF,STL,254
2008-01-11 16:55:00,977,N672SW,65,SDF,STL,254
2008-01-11 06:20:00,2121,N255WN,65,SDF,STL,254
2008-01-11 14:50:00,752,N631SW,175,PHX,STL,1262
2008-01-11 17:05:00,868,N605SW,170,PHX,STL,1262
2008-01-11 19:05:00,958,N629SW,175,PHX,STL,1262
2008-01-11 07:05:00,1025,N636WN,170,PHX,STL,1262
2008-01-11 10:55:00,3333,N627SW,175,PHX,STL,1262
2008-01-11 18:20:00,479,N331SW,65,OMA,STL,342
2008-01-11 07:50:00,501,N374SW,65,OMA,STL,342
2008-01-11 10:00:00,2009,N521SW,65,OMA,STL,342
2008-01-11 14:15:00,2111,N304SW,65,OMA,STL,342
2008-01-11 16:30:00,86,N687SW,80,OKC,STL,462
2008-01-11 07:35:00,547,N903WN,80,OKC,STL,462
2008-01-11 10:00:00,29,N686SW,65,MDW,STL,251
2008-01-11 17:55:00,166,N229WN,65,MDW,STL,251
2008-01-11 21:25:00,393,N508SW,60,MDW,STL,251
2008-01-11 18:55:00,490,N337SW,65,MDW,STL,251
2008-01-11 07:30:00,631,N737JW,60,MDW,STL,251
2008-01-11 15:55:00,952,N684WN,65,MDW,STL,251
2008-01-11 11:10:00,1402,,65,MDW,STL,251
2008-01-11 06:25:00,1586,N644SW,60,MDW,STL,251
2008-01-11 08:05:00,2177,N507SW,65,MDW,STL,251
2008-01-11 14:45:00,2205,N328SW,65,MDW,STL,251
2008-01-11 16:55:00,2263,N503SW,65,MDW,STL,251
2008-01-11 13:05:00,2361,N310SW,65,MDW,STL,251
2008-01-11 12:50:00,440,N466WN,155,MCO,STL,880
